,Unnamed: 0,x1,x2,x3,x4,x5,x6,x7,x8,x9,class
863,863,20,4,3,1,1,1,3,4,0,1
925,925,32,3,4,5,0,1,3,4,0,1
19,19,39,2,1,5,1,1,2,1,1,0
247,247,23,4,4,2,1,1,1,4,0,0
30,30,31,3,4,2,1,1,1,4,0,0
716,716,34,2,4,4,1,1,3,3,0,1
75,75,21,3,4,1,1,1,2,3,0,0
16,16,48,1,1,7,1,1,2,4,0,0
93,93,38,2,2,1,1,0,3,2,0,0
795,795,19,4,4,2,1,1,1,4,0,1
962,962,24,3,4,4,1,1,2,3,0,1
487,487,40,4,4,4,1,1,1,3,0,1
161,161,30,4,4,0,1,0,1,4,0,0
670,670,20,3,3,2,1,1,2,4,0,1
913,913,28,4,4,2,1,1,1,4,0,1
1071,1071,47,1,2,2,1,1,2,3,1,0
313,313,40,4,4,2,1,1,3,4,0,0
1306,1306,34,4,4,3,1,0,3,4,0,1
146,146,45,4,4,4,1,1,2,3,0,0
1388,1388,31,4,4,2,0,1,1,4,0,1
1442,1442,42,4,4,3,0,1,2,4,0,1
358,358,49,2,3,0,1,1,1,2,0,0
1382,1382,36,2,2,7,1,0,2,2,1,1
389,389,20,2,3,1,1,1,3,4,0,0
525,525,22,3,4,1,1,1,4,4,0,1
1153,1153,26,2,3,3,1,1,3,4,0,0
123,123,20,2,3,1,0,1,3,2,0,0
420,420,37,3,4,3,1,1,1,3,0,1
37,37,25,3,3,4,1,1,3,2,0,0
31,31,31,4,4,2,1,1,3,2,0,0
484,484,31,3,3,2,1,0,3,3,0,1
1080,1080,25,3,4,3,1,1,1,1,0,0
59,59,49,4,4,6,1,1,1,2,0,0
689,689,41,4,4,1,1,1,3,3,0,1
318,318,16,3,4,1,1,1,3,3,0,0
357,357,22,2,4,4,1,1,3,4,0,0
270,270,30,4,4,2,1,1,1,4,0,0
593,593,27,4,4,2,1,0,1,3,0,1
171,171,49,2,2,8,1,0,3,1,0,0
1292,1292,41,3,4,3,0,1,2,4,0,1
223,223,22,1,2,0,1,1,2,4,0,0
649,649,28,1,2,4,1,1,2,3,0,1
377,377,32,2,4,5,1,1,2,3,0,0
67,67,30,2,3,3,1,1,3,1,0,0
292,292,47,1,2,2,1,1,2,4,0,0
241,241,40,3,3,4,1,1,2,2,0,0
1170,1170,46,1,2,7,1,1,3,1,1,0
1152,1152,46,4,4,10,1,1,1,3,0,0
523,523,26,3,3,2,1,1,3,2,0,1
890,890,33,3,4,6,1,1,3,2,0,1
180,180,34,4,4,2,1,0,1,4,0,0
1188,1188,26,4,4,2,1,1,1,3,0,0
619,619,37,4,4,4,1,1,1,4,0,1
673,673,45,1,3,3,1,1,3,2,0,1
961,961,32,4,4,3,1,0,1,4,0,1
1262,1262,32,4,4,4,1,1,2,3,0,1
1072,1072,24,3,4,1,1,0,3,3,0,0
242,242,41,1,4,4,1,1,3,3,0,0
667,667,27,2,4,3,1,1,4,4,0,1
1091,1091,20,3,4,2,1,1,3,3,0,0
1251,1251,34,3,4,4,1,1,3,3,0,1
353,353,32,2,2,1,1,1,2,1,0,0
973,973,22,1,2,2,1,1,3,4,0,1
1443,1443,21,2,2,0,0,1,4,4,0,1
1438,1438,34,2,4,6,1,1,3,3,0,1
788,788,30,3,4,3,1,1,2,3,0,1
474,474,47,4,4,8,1,1,1,4,0,1
386,386,44,4,4,3,1,0,1,4,1,0
694,694,26,2,4,3,1,1,3,4,0,1
536,536,28,4,4,2,1,0,1,3,0,1
1463,1463,30,1,3,2,1,1,3,4,0,1
1359,1359,29,2,4,4,1,1,3,2,0,1
1173,1173,16,2,4,1,1,1,3,4,0,0
1175,1175,22,2,2,1,1,1,3,1,1,0
269,269,47,1,1,6,1,0,3,1,0,0
1329,1329,32,2,4,3,1,1,3,4,0,1
1013,1013,38,1,2,12,1,1,2,3,0,0
1340,1340,24,2,4,3,1,1,3,3,0,1
566,566,27,4,4,1,0,0,1,4,0,1
1063,1063,45,2,3,11,1,1,2,3,0,0
419,419,36,3,3,5,1,0,1,3,0,1
1002,1002,27,2,4,1,1,0,1,1,0,0
1416,1416,28,4,3,2,1,1,3,2,0,1
494,494,25,4,4,2,1,1,2,4,0,1
789,789,20,2,2,2,1,1,3,2,1,1
1258,1258,29,3,4,3,1,1,1,3,0,1
127,127,36,2,3,2,1,1,3,2,1,0
1279,1279,39,4,4,3,0,1,2,4,0,1
192,192,44,1,1,11,1,1,4,1,1,0
1216,1216,31,4,4,4,1,1,3,3,0,1
601,601,37,4,4,3,0,1,3,4,0,1
211,211,45,1,2,1,1,0,3,3,0,0
1316,1316,44,2,3,1,0,1,2,4,0,1
1453,1453,28,1,3,5,1,1,3,4,0,1
1460,1460,22,4,3,1,1,1,2,2,0,1
1256,1256,47,4,4,4,0,1,2,4,0,1
1046,1046,28,2,3,1,1,1,3,1,0,0
8,8,27,2,3,3,1,1,3,4,0,0
1196,1196,24,2,2,4,1,1,3,4,0,0
1332,1332,24,1,2,3,1,1,3,2,0,1
504,504,40,2,3,6,1,1,1,2,0,1
124,124,44,2,1,3,1,0,3,2,0,0
218,218,32,3,2,4,1,1,2,2,1,0
1369,1369,22,3,3,1,1,1,3,2,0,1
836,836,27,4,4,3,1,1,3,4,1,1
12,12,44,4,4,1,1,0,1,4,0,0
388,388,28,2,4,1,1,0,3,4,0,0
356,356,23,2,4,2,1,1,1,4,0,0
993,993,46,3,4,9,1,1,3,4,0,1
1076,1076,43,4,4,3,0,1,2,4,0,0
1289,1289,32,2,1,5,1,0,2,2,0,1
1430,1430,32,2,4,5,1,1,3,4,0,1
263,263,22,3,3,0,1,1,2,2,0,0
233,233,20,2,3,1,1,1,2,4,0,0
799,799,37,4,4,3,1,1,2,4,0,1
332,332,21,1,2,1,1,0,3,4,0,0
464,464,36,4,4,4,0,1,1,4,0,1
696,696,42,4,4,7,1,1,2,4,0,1
910,910,32,1,3,4,1,1,3,3,0,1
1461,1461,27,4,4,4,1,1,1,2,1,1
1066,1066,49,1,2,8,1,1,3,1,1,0
737,737,27,2,2,5,1,1,3,3,0,1
992,992,34,3,4,3,0,0,3,4,0,1
130,130,48,3,4,3,1,1,3,1,0,0
454,454,36,4,4,2,1,1,2,4,0,1
553,553,47,4,4,4,1,0,1,4,0,1
137,137,21,3,3,2,1,1,2,2,0,0
112,112,21,4,4,1,1,1,1,4,0,0
1054,1054,25,4,4,1,1,1,1,4,0,0
1020,1020,27,1,2,4,1,1,1,4,1,0
628,628,39,4,4,4,0,1,1,4,0,1
118,118,49,4,3,5,1,1,2,3,0,0
1406,1406,36,1,1,5,1,1,3,3,0,1
1344,1344,37,3,3,11,1,1,1,2,0,1
1109,1109,35,4,4,3,1,1,1,4,0,0
1027,1027,41,2,2,5,0,1,2,2,0,0
660,660,25,2,3,1,1,1,3,1,0,1
636,636,34,2,2,8,1,1,2,2,0,1
620,620,38,4,4,6,1,1,1,4,0,1
1181,1181,40,2,2,6,1,1,2,2,1,0
311,311,36,3,3,2,1,0,2,4,0,0
602,602,45,4,4,3,0,1,2,4,0,1
306,306,44,1,2,2,1,1,2,4,0,0
1112,1112,18,3,4,1,1,1,3,3,0,0
307,307,39,3,4,6,1,1,1,4,0,0
1086,1086,27,4,4,2,1,0,1,4,0,0
214,214,43,1,3,8,1,1,3,1,0,0
1070,1070,48,1,1,6,1,1,2,3,1,0
1036,1036,42,4,4,3,1,1,1,4,0,0
746,746,31,2,3,7,1,1,3,3,0,1
1422,1422,37,2,3,6,1,1,3,4,0,1
856,856,28,2,3,3,1,1,3,4,0,1
1242,1242,38,2,3,4,1,1,1,2,0,1
226,226,37,3,3,2,1,1,1,4,0,0
968,968,35,3,4,5,1,1,1,4,0,1
524,524,24,4,4,1,1,1,3,4,0,1
1249,1249,24,4,4,1,1,1,2,4,0,1
97,97,28,4,4,5,1,1,2,1,0,0
728,728,22,4,4,1,1,1,3,3,0,1
336,336,34,4,3,0,0,0,3,3,0,0
436,436,28,2,1,2,1,0,3,3,0,1
1389,1389,38,4,4,4,1,0,1,4,0,1
592,592,32,3,4,5,1,1,1,2,0,1
839,839,25,3,3,3,1,1,2,1,0,1
257,257,44,1,2,7,1,1,3,4,0,0
426,426,39,4,4,4,1,1,1,4,0,1
339,339,28,3,4,3,1,1,2,1,0,0
1205,1205,32,1,3,4,1,1,2,2,1,0
1129,1129,28,4,4,2,1,1,1,3,0,0
1298,1298,39,3,4,5,1,1,3,4,0,1
367,367,23,4,4,1,1,1,2,3,0,0
724,724,32,4,4,3,1,1,1,4,0,1
938,938,28,3,3,3,1,0,2,4,0,1
116,116,34,4,4,3,0,0,3,3,0,0
1253,1253,26,4,4,1,1,0,2,3,0,1
379,379,46,1,2,8,1,1,3,3,1,0
369,369,23,3,3,6,1,1,3,3,0,0
1317,1317,41,4,4,4,0,1,1,4,0,1
1350,1350,16,2,3,1,1,1,3,1,0,1
1144,1144,33,4,4,3,0,0,1,3,0,0
1395,1395,30,3,2,3,1,1,3,3,0,1
248,248,27,4,4,1,1,1,1,2,0,0
617,617,35,2,2,6,1,1,3,4,0,1
1033,1033,47,2,2,4,1,1,3,1,0,0
747,747,44,4,4,11,1,1,1,4,0,1
1064,1064,29,3,4,2,1,1,1,3,0,0
297,297,47,4,4,2,1,1,1,4,0,0
1221,1221,22,4,4,1,1,1,1,3,0,1
645,645,30,2,2,6,1,1,3,1,0,1
710,710,32,2,3,4,1,1,3,2,0,1
2,2,43,2,3,7,1,1,3,4,0,0
1090,1090,21,2,4,0,1,1,2,2,0,0
1192,1192,22,2,1,0,1,1,2,2,0,0
885,885,23,3,2,1,1,1,3,3,0,1
343,343,45,3,4,3,0,1,3,4,0,0
202,202,36,2,4,2,1,0,2,4,0,0
1133,1133,28,3,4,0,1,0,3,4,0,0
448,448,36,4,4,3,0,1,1,3,0,1
1142,1142,42,1,3,12,1,1,2,4,0,0
501,501,29,4,4,2,1,0,1,3,0,1
1167,1167,48,3,4,8,1,1,3,3,0,0
271,271,28,3,4,1,1,1,3,4,0,0
108,108,29,2,3,2,1,1,3,1,0,0
44,44,28,2,2,1,1,1,3,2,0,0
305,305,23,4,4,2,1,0,3,3,0,0
1184,1184,29,3,4,2,1,1,3,4,0,0
1290,1290,26,2,2,4,1,1,3,4,0,1
864,864,32,1,4,4,1,1,3,2,0,1
1149,1149,36,4,3,3,1,0,3,2,0,0
1270,1270,41,4,4,4,0,0,2,4,0,1
1172,1172,34,3,4,4,0,1,3,1,1,0
324,324,28,4,4,1,0,1,1,3,0,0
1355,1355,24,4,4,1,1,1,1,4,0,1
18,18,37,2,2,8,1,1,2,3,0,0
249,249,46,3,2,11,1,0,2,2,1,0
87,87,35,4,4,3,0,1,1,4,0,0
956,956,20,2,2,1,1,1,3,2,0,1
229,229,28,3,4,0,1,1,3,2,0,0
1052,1052,22,4,4,0,1,0,2,4,0,0
723,723,21,4,4,1,1,1,2,3,0,1
988,988,25,2,3,5,1,1,2,3,0,1
1434,1434,24,4,4,1,1,1,1,3,0,1
1425,1425,33,2,3,4,1,1,2,3,0,1
25,25,40,2,4,8,1,1,3,3,0,0
939,939,34,4,4,6,1,1,2,2,0,1
165,165,37,3,4,1,1,1,2,4,0,0
21,21,24,3,4,0,1,0,3,1,0,0
330,330,32,3,4,1,0,1,2,4,0,0
289,289,35,1,3,0,1,1,2,2,1,0
539,539,27,4,4,3,1,1,1,4,0,1
943,943,21,3,3,1,1,1,3,2,0,1
196,196,25,2,2,3,1,0,3,1,0,0
205,205,22,2,3,2,1,1,3,1,0,0
319,319,32,2,3,4,0,1,2,4,0,0
1445,1445,36,4,4,3,0,1,3,4,0,1
78,78,33,2,3,2,1,1,3,2,0,0
1088,1088,46,3,1,5,1,1,3,2,0,0
452,452,25,3,3,1,1,1,3,1,0,1
308,308,21,3,3,0,1,1,2,2,0,0
1367,1367,44,4,4,5,1,0,1,4,0,1
1447,1447,34,4,4,2,0,0,2,4,0,1
572,572,36,3,4,4,0,0,2,4,0,1
232,232,21,3,4,0,1,0,3,1,0,0
190,190,30,1,2,4,1,1,4,1,0,0
884,884,22,3,4,1,0,0,1,4,0,1
676,676,33,4,4,5,1,1,1,4,0,1
586,586,24,4,4,1,1,1,1,4,0,1
618,618,34,4,4,6,1,1,3,4,0,1
101,101,19,2,3,0,1,0,2,2,0,0
1110,1110,34,2,2,9,1,0,2,3,0,0
927,927,41,1,2,6,1,1,3,3,0,1
997,997,28,2,3,6,1,1,2,4,0,1
768,768,25,4,4,1,0,1,1,4,0,1
918,918,30,4,4,2,1,1,4,3,0,1
230,230,48,1,3,4,1,1,3,4,1,0
143,143,35,4,4,2,0,1,3,3,0,0
851,851,41,4,4,8,1,1,1,4,0,1
1082,1082,30,4,4,1,1,0,1,4,0,0
1021,1021,41,2,4,1,1,1,2,3,0,0
1448,1448,35,2,3,5,1,1,3,3,0,1
1423,1423,34,4,4,2,0,1,1,4,0,1
411,411,42,2,4,2,1,1,3,4,0,0
122,122,26,3,4,2,1,1,3,3,0,0
335,335,31,2,2,8,1,1,2,2,1,0
1183,1183,42,4,4,0,0,0,3,4,0,0
355,355,27,2,2,1,1,0,3,2,1,0
431,431,18,3,4,1,1,1,3,4,0,1
105,105,40,3,3,3,1,1,3,2,0,0
363,363,30,2,3,2,1,0,2,4,0,0
698,698,27,4,4,2,1,1,1,4,0,1
1104,1104,22,4,4,0,1,1,2,1,1,0
1225,1225,30,2,2,7,1,1,3,4,0,1
1272,1272,29,4,4,3,1,1,3,2,0,1
1182,1182,29,3,4,1,0,1,2,3,0,0
853,853,22,3,4,1,1,0,1,4,0,1
264,264,31,2,4,5,1,1,3,2,0,0
613,613,46,4,4,3,0,0,1,4,0,1
189,189,27,3,2,3,1,1,3,2,0,0
48,48,26,4,4,1,1,1,1,4,0,0
217,217,34,3,2,8,1,0,2,3,1,0
922,922,35,1,2,5,1,1,2,2,1,1
808,808,29,2,4,4,1,0,2,4,0,1
140,140,33,4,4,2,1,1,1,3,0,0
29,29,43,1,2,8,1,1,2,4,0,0
963,963,20,3,4,1,0,1,2,4,0,1
769,769,34,4,4,3,1,1,1,4,0,1
167,167,26,4,4,1,1,1,1,4,0,0
1106,1106,45,3,4,0,1,1,1,3,0,0
544,544,38,4,4,6,1,1,3,3,0,1
904,904,25,1,2,3,1,1,2,3,0,1
663,663,30,4,4,1,1,1,1,4,0,1
42,42,48,2,4,2,1,1,1,3,0,0
1349,1349,24,1,2,3,1,1,3,2,0,1
421,421,44,2,4,4,1,1,3,3,0,1
387,387,19,4,4,0,0,1,3,4,0,0
1138,1138,48,3,4,11,1,1,1,4,0,0
530,530,36,3,2,6,1,1,3,2,0,1
1351,1351,21,3,2,1,1,1,3,1,1,1
552,552,29,4,4,3,1,0,3,3,0,1
785,785,27,3,3,3,1,1,2,2,0,1
471,471,34,2,3,2,1,1,3,3,0,1
61,61,20,2,3,1,1,1,2,3,0,0
824,824,29,3,4,5,1,1,1,2,0,1
896,896,39,4,4,2,0,1,3,4,0,1
658,658,32,2,3,5,1,0,2,3,0,1
496,496,31,4,4,3,1,1,1,4,0,1
132,132,48,1,2,8,1,1,3,1,0,0
774,774,32,4,4,2,1,0,3,4,0,1
923,923,21,2,2,1,1,1,3,2,0,1
560,560,38,4,4,3,1,0,1,4,0,1
476,476,44,4,4,6,0,1,1,3,0,1
3,3,42,3,2,9,1,1,3,3,0,0
399,399,46,1,2,3,1,1,2,1,1,0
591,591,35,3,4,3,1,1,2,2,0,1
1028,1028,40,2,2,8,1,1,1,3,0,0
252,252,25,3,3,1,1,1,3,2,0,0
96,96,41,2,3,1,1,0,2,3,0,0
362,362,37,1,3,0,1,1,3,4,0,0
854,854,29,3,3,6,1,1,3,3,0,1
1042,1042,29,2,4,0,1,0,3,4,0,0
823,823,30,3,3,3,1,1,3,1,0,1
150,150,44,4,4,3,1,1,2,4,0,0
174,174,25,3,2,2,1,1,3,2,0,0
301,301,29,4,2,0,1,0,2,2,0,0
1134,1134,27,3,4,0,1,1,3,3,0,0
278,278,44,3,4,6,1,1,3,4,0,0
1193,1193,45,4,4,1,1,1,1,4,0,0
604,604,40,3,4,2,0,1,3,4,0,1
1163,1163,41,3,4,3,0,1,2,4,0,0
326,326,44,1,3,4,1,1,3,3,1,0
1126,1126,31,4,4,2,1,1,1,2,0,0
84,84,30,4,4,2,1,1,1,4,0,0
1334,1334,35,3,4,4,1,0,1,4,0,1
1201,1201,25,4,4,3,1,1,1,2,0,0
638,638,47,1,1,8,1,1,3,4,1,1
373,373,39,3,4,3,1,1,1,4,0,0
323,323,21,1,3,0,1,0,3,4,1,0
1135,1135,26,2,3,1,1,0,4,4,0,0
655,655,29,4,4,2,1,1,3,4,0,1
596,596,40,4,4,6,1,1,1,3,0,1
954,954,21,3,3,2,1,1,2,3,0,1
296,296,49,3,4,9,1,1,1,4,0,0
1097,1097,39,3,1,1,1,1,2,3,0,0
266,266,45,3,4,6,1,1,2,4,0,0
255,255,36,4,4,2,1,1,3,3,0,0
478,478,42,4,4,6,1,1,1,3,0,1
1039,1039,24,3,4,0,1,0,2,3,0,0
1044,1044,31,4,4,3,1,0,2,3,0,0
762,762,28,2,2,5,1,0,2,4,0,1
491,491,40,4,4,6,0,0,1,4,0,1
1362,1362,29,1,2,1,1,1,3,3,0,1
126,126,45,4,4,1,1,1,1,3,0,0
274,274,23,3,4,2,1,0,2,3,0,0
1026,1026,39,2,2,5,1,0,3,2,1,0
138,138,30,4,4,2,0,1,3,1,0,0
408,408,35,3,3,2,1,0,2,2,0,0
1003,1003,25,4,4,0,1,0,3,4,0,0
830,830,19,4,4,1,1,1,2,4,0,1
1194,1194,47,4,4,1,1,1,1,4,0,0
693,693,34,2,3,2,1,1,2,3,0,1
1100,1100,24,4,4,1,1,0,1,3,0,0
1157,1157,36,3,3,3,0,0,2,3,1,0
813,813,40,3,4,6,1,1,1,3,0,1
1078,1078,37,3,4,7,1,1,3,4,0,0
653,653,48,4,4,16,1,1,1,4,0,1
1099,1099,23,3,4,4,1,1,3,1,1,0
546,546,25,4,4,1,1,1,1,4,0,1
688,688,36,4,4,4,0,1,1,4,0,1
508,508,32,4,4,3,0,1,3,3,0,1
946,946,25,2,2,1,1,1,3,3,0,1
981,981,37,4,4,3,0,1,3,4,0,1
303,303,24,2,4,2,1,1,3,4,0,0
948,948,32,3,4,4,1,1,3,2,0,1
894,894,35,4,3,2,0,1,3,4,0,1
978,978,22,3,4,2,1,1,2,4,0,1
1146,1146,26,2,3,1,1,0,3,4,1,0
26,26,38,4,4,1,1,0,1,4,0,0
771,771,20,4,4,2,1,1,1,3,0,1
179,179,49,2,1,10,1,0,2,4,0,0
378,378,18,2,3,1,1,1,2,3,0,0
1468,1468,33,4,4,2,1,0,2,4,0,1
800,800,32,2,2,8,1,1,2,1,0,1
1000,1000,35,2,2,6,1,0,3,1,1,0
534,534,44,4,4,7,1,1,3,2,0,1
1098,1098,25,1,3,1,1,1,4,2,0,0
505,505,33,4,4,4,1,1,1,4,0,1
36,36,43,1,2,8,1,0,3,1,0,0
814,814,17,3,4,1,1,1,2,1,0,1
1114,1114,27,3,4,0,1,0,3,3,0,0
135,135,26,3,3,3,1,0,2,4,0,0
1405,1405,47,1,3,9,1,0,3,3,0,1
497,497,26,4,4,1,0,1,2,4,0,1
187,187,36,2,3,4,1,1,3,1,1,0
423,423,25,2,4,6,1,1,3,4,0,1
1213,1213,31,4,4,0,0,0,2,4,0,0
718,718,32,4,4,3,0,1,1,4,0,1
1154,1154,25,3,2,1,1,0,3,3,0,0
82,82,24,2,4,1,1,0,4,4,0,0
495,495,48,4,4,4,0,1,1,4,0,1
1352,1352,25,2,4,2,1,1,2,4,0,1
348,348,25,2,2,3,1,1,3,3,0,0
1159,1159,43,3,4,2,0,1,3,4,0,0
111,111,32,3,3,7,1,0,2,3,0,0
1005,1005,48,1,1,1,1,0,3,3,1,0
265,265,22,4,4,0,1,1,1,3,0,0
1197,1197,34,3,3,6,1,1,2,3,0,0
703,703,29,2,3,4,1,1,2,1,0,1
1084,1084,28,2,4,0,1,1,3,1,0,0
775,775,48,3,4,8,1,0,1,4,0,1
50,50,31,4,4,0,1,0,1,4,0,0
1385,1385,28,4,4,1,1,1,2,4,0,1
931,931,35,4,4,3,0,1,3,4,0,1
170,170,47,4,4,4,1,1,1,4,0,0
1451,1451,37,2,4,4,1,0,2,3,0,1
406,406,24,2,2,3,1,1,2,4,0,0
173,173,22,3,3,2,1,1,3,4,0,0
666,666,37,3,4,5,1,0,2,4,0,1
1318,1318,36,4,4,3,1,1,1,4,0,1
1265,1265,35,2,4,4,0,1,3,2,0,1
562,562,41,3,3,5,1,1,1,4,0,1
342,342,23,4,4,0,0,1,2,4,0,0
1410,1410,21,4,4,2,1,1,3,3,0,1
91,91,46,2,4,6,1,1,1,4,0,0
1464,1464,23,2,2,1,1,1,2,4,0,1
7,7,21,3,3,1,1,0,3,2,0,0
615,615,30,3,4,7,1,1,2,4,0,1
985,985,35,4,4,4,0,0,1,4,0,1
1174,1174,18,3,2,1,1,1,3,1,0,0
450,450,23,4,4,1,1,1,3,4,0,1
715,715,43,3,3,5,1,0,3,3,0,1
849,849,38,2,3,3,1,1,2,4,0,1
76,76,29,4,4,0,1,0,2,4,0,0
103,103,26,4,3,4,1,1,2,3,0,0
515,515,30,4,1,4,1,1,3,3,0,1
1206,1206,47,1,2,2,1,1,2,4,0,0
532,532,47,4,4,6,1,0,1,4,0,1
964,964,32,4,4,4,1,0,1,4,0,1
77,77,45,3,4,3,1,1,1,4,0,0
380,380,37,3,3,6,1,1,2,2,0,0
979,979,45,4,4,3,1,1,1,4,0,1
639,639,25,2,4,3,1,1,1,4,1,1
770,770,26,4,4,3,1,1,3,4,0,1
28,28,24,4,4,0,1,0,2,2,0,0
1257,1257,41,4,4,3,1,0,2,3,0,1
1354,1354,43,4,4,2,1,1,1,4,0,1
400,400,39,1,2,2,1,1,3,1,1,0
439,439,30,2,4,1,1,0,3,4,0,1
1212,1212,21,2,4,3,1,1,3,2,0,0
1396,1396,35,2,3,6,1,0,3,2,0,1
1111,1111,28,4,4,1,1,0,1,3,0,0
253,253,26,4,4,1,1,0,1,4,0,0
610,610,48,4,4,6,0,1,2,4,0,1
131,131,30,4,4,0,0,0,1,3,0,0
908,908,26,4,4,2,1,0,3,3,0,1
120,120,38,1,2,1,1,1,2,4,1,0
936,936,43,3,3,2,0,0,3,4,0,1
1164,1164,48,3,4,4,0,1,2,4,0,0
1383,1383,26,3,4,2,1,0,2,4,0,1
51,51,49,4,4,7,0,1,2,4,0,0
499,499,29,4,4,1,1,0,2,4,0,1
1176,1176,32,2,2,2,1,1,2,4,0,0
1162,1162,33,2,2,3,0,0,2,4,0,0
986,986,25,4,4,1,1,1,1,4,0,1
1034,1034,42,4,4,1,1,1,2,4,0,0
188,188,19,3,3,2,1,1,3,2,0,0
360,360,18,3,4,1,1,1,3,1,0,0
629,629,39,4,4,5,1,1,1,4,0,1
184,184,35,3,4,5,1,0,2,2,0,0
977,977,38,4,4,3,0,0,3,3,1,1
1366,1366,25,4,4,2,1,1,1,2,0,1
582,582,28,4,4,2,1,1,1,3,0,1
172,172,22,2,4,1,1,1,2,4,0,0
1392,1392,30,2,2,2,1,1,3,2,0,1
1312,1312,42,2,4,5,0,1,2,3,0,1
228,228,47,1,4,8,1,1,3,3,0,0
822,822,28,3,4,2,1,1,2,3,0,1
1017,1017,35,4,4,1,1,1,1,3,0,0
23,23,39,4,4,1,1,1,1,4,0,0
62,62,47,1,2,2,1,0,1,3,0,0
970,970,31,4,4,1,1,1,1,4,0,1
221,221,27,3,4,0,1,1,3,3,0,0
134,134,26,4,4,1,1,1,1,3,0,0
236,236,37,2,3,5,1,0,3,2,0,0
1118,1118,28,4,4,5,1,1,1,4,0,0
1116,1116,19,4,4,1,1,1,1,3,0,0
1007,1007,31,3,4,2,1,1,3,3,0,0
921,921,45,3,4,2,0,1,3,3,0,1
1207,1207,27,4,4,3,1,1,1,4,0,0
1051,1051,36,1,4,2,1,1,2,2,0,0
1049,1049,43,4,4,6,1,1,1,3,0,0
845,845,32,2,3,4,1,0,2,2,0,1
374,374,49,1,3,0,1,1,3,3,1,0
1381,1381,36,1,2,4,1,1,3,1,1,1
176,176,28,4,4,0,0,1,1,3,0,0
690,690,38,3,4,3,1,1,3,2,0,1
27,27,29,4,4,0,1,0,1,4,0,0
1055,1055,43,1,2,8,1,1,2,2,1,0
178,178,45,2,4,2,1,0,2,4,0,0
1323,1323,21,3,3,1,0,1,3,2,0,1
164,164,34,4,4,4,1,1,2,3,0,0
1358,1358,26,4,4,2,1,1,3,3,0,1
